XIST	EIF1AY	KDM5D	UTY	DDX3Y	RPS4Y1	sex
53	1400	6290	2120	7624	16347	male
11	1225	5985	1339	6883	13470	male
6	874	6581	1647	7968	13004	male
5	1184	5092	3013	7765	14127	male
4	3856	14272	1828	15370	22147	male
4	1061	9713	2127	6498	15231	male
16	945	4598	1027	4583	11181	male
2	2016	3251	907	4496	20009	male
6	4245	4068	834	3494	9480	male
11	1101	4533	2064	9236	17360	male
8	1356	6549	2071	11924	15927	male
37	1662	6299	1358	6685	14007	male
6	1555	4977	2077	5157	17614	male
18	1403	7575	2507	8013	18802	male
24	1770	9860	2055	8727	18153	male
25	1409	7159	1509	7630	14993	male
4	715	3254	883	2853	4603	male
6	672	7239	1803	10921	6081	male
14	2091	7897	2600	10486	7980	male
13	778	899	222	352	3028	male
26	947	6578	872	5841	8702	male
21	961	3511	754	5784	9644	male
1	889	8718	1321	7522	6803	male
3	539	4638	2274	5635	9088	male
42	900	5250	788	4650	5255	male
16	7979	41901	12744	60945	75505	male
50	5860	4876	3369	5838	13083	male
8	713	4524	2384	4654	11971	male
16	737	2685	644	2695	4938	male
14	1094	7718	2214	13350	9457	male
0	1419	800	255	1204	8902	male
3	652	1713	540	1800	5230	male
12	2857	4166	1486	3144	10055	male
2	930	4663	1017	4745	12374	male
7	627	3513	1703	4227	10527	male
687	1937	7427	1921	16459	7693	male
42	852	4103	2008	4464	13732	male
57	1713	7387	1183	5726	10431	male
43	1281	9405	1150	5206	10421	male
28	1103	4610	2759	6467	13701	male
17	958	3936	992	4092	11379	male
8	2086	4318	925	4019	20771	male
58	1328	6122	1727	9294	16637	male
114	1505	8676	2882	13457	16442	male
182	1371	7140	2107	13909	14376	male
10	1724	6702	1170	6642	15832	male
9	1475	16120	1978	12846	19045	male
39	1435	6617	1140	5341	12258	male
13	2017	5869	1767	6448	6289	male
12	832	8324	2295	10397	9794	male
77	338	4210	1658	3189	6266	male
5	844	2231	601	1960	6616	male
6	394	1270	422	1777	4369	male
9	666	3760	1333	7292	11945	male
20	804	5330	2575	7920	20744	male
4	2219	2851	1313	2763	9957	male
91	848	5333	1975	7186	10152	male
3	2095	8743	1499	12149	11964	male
20	4469	4583	650	4031	12701	male
21	1174	3207	693	3845	5913	male
0	1864	13022	1262	9564	13767	male
22	696	4712	1992	8123	19261	male
71	1336	5465	1575	7760	20985	male
17	463	5191	641	5419	7960	male
6	918	5052	911	4225	13190	male
5	1024	6065	1289	5691	18408	male
3	486	5336	1057	5350	8175	male
13	708	4917	1402	5301	15904	male
35	921	6752	1034	5729	13816	male
53	899	9794	1326	9175	16900	male
20	860	4600	1735	7859	13640	male
363	2576	7986	2540	10440	11543	male
12	2703	8935	2223	10377	10292	male
12	681	11023	2525	16668	11078	male
4	292	2275	591	1659	3050	male
254	2	6	0	0	12	female
20521	2	16	7	30	32	female
12146	9	26	8	26	70	female
18563	9	31	10	23	48	female
9305	0	0	4	2	4	female
20463	1	4	3	4	10	female
5015	0	6	0	5	8	female
18210	0	16	2	22	8	female
12939	15	27	6	16	43	female
5986	0	5	1	7	16	female
7400	0	2	2	0	0	female
30334	0	12	5	12	23	female
1830	2	0	0	11	16	female
3041	11	10	2	6	32	female
20838	6	51	8	49	45	female
20481	3	12	2	17	20	female
8960	0	5	2	15	8	female
24769	0	9	4	5	9	female
16902	6	8	0	12	10	female
31990	4	30	6	17	20	female
4659	5	14	14	25	69	female
25883	18	30	12	30	54	female
34940	15	77	4	62	64	female
30529	0	10	6	16	24	female
26359	0	5	0	6	12	female
13028	0	4	2	1	4	female
32664	3	12	4	8	10	female
9780	0	9	2	5	20	female
27870	4	20	10	27	41	female
15383	0	9	2	4	10	female
52798	0	13	3	6	9	female
9	1110	5829	2395	11475	6300	male
3	701	1079	358	2014	3223	male
23	879	4686	2782	7132	12461	male
74	1291	5562	2192	10082	14426	male
305	3089	16439	4668	16298	24668	male
24	2015	7179	1443	8973	12043	male
24	4060	2512	2147	3737	8841	male
7	704	6388	1804	7588	10376	male
10	940	5732	1488	8787	7478	male
12	1384	3509	1102	4225	3624	male
8	223	678	74	754	909	male
6	1806	9882	2599	14011	18887	male
30	992	5209	573	3553	10481	male
11	896	4355	1395	6532	10961	male
24	1345	9695	2898	9037	15529	male
26	1491	7118	1924	9095	15345	male
606	1846	4610	1319	16883	4959	male
49	1410	8636	4091	13149	17410	male
10	3144	11533	2605	9929	10128	male
563	2	4	0	7	5	female
9595	7	27	6	20	51	female
7533	6	3	0	4	16	female
5947	0	8	2	6	2	female
20346	0	5	0	0	4	female
26886	0	10	2	0	12	female
26373	0	6	0	5	10	female
19822	2	8	0	8	18	female
23195	0	3	0	4	0	female
20682	2	2	0	2	8	female
62032	6	7	0	8	9	female
34497	0	4	2	4	4	female
29882	6	6	2	0	8	female
61167	6	8	2	11	10	female
22282	4	30	0	21	67	female
28314	2	4	0	2	2	female
6	405	1862	1342	1678	5133	male
2	6425	22258	3799	19237	25996	male
9	3332	28637	4441	21729	34099	male
4	1892	14808	2388	7608	31957	male
7	1676	9493	1937	11523	17243	male
10	2442	11112	3994	7955	21884	male
34	3053	13871	2940	15873	25730	male
40	4403	22660	3074	20896	31969	male
2	3537	16850	2719	19538	19940	male
9	1227	10335	2650	9877	25202	male
4	3559	11592	3012	12000	36291	male
14	3938	17023	4610	18254	49310	male
722	5264	16346	5106	24467	21726	male
6	2788	20329	4386	17608	26522	male
17	4752	21267	3190	20202	31185	male
13	3265	16931	5268	21377	39358	male
2	1058	7426	3367	7419	25578	male
135	2445	14344	3382	11730	19650	male
0	2989	9768	2590	7022	18275	male
6	2941	7176	2617	12183	23563	male
6	6518	5974	1911	8809	23886	male
11	3489	17467	2512	17454	22452	male
29	751	2068	643	1036	3958	male
11	875	12318	1029	5190	10729	male
9	3490	5210	967	3596	12596	male
29	2035	13069	2665	15770	26082	male
11	1751	5611	1188	8288	22539	male
3	870	13703	622	4326	12496	male
8	719	10082	1038	4160	12838	male
27	1034	6178	2418	5881	15671	male
7	939	8078	884	5731	7666	male
25	1184	10912	789	8507	13066	male
24	895	5303	1451	3946	10625	male
512	2143	9858	1601	12947	10318	male
9	896	5347	1675	6971	16710	male
216	3333	3306	1610	6052	12133	male
71	1659	6971	1875	7651	19741	male
9	1818	6199	1065	7652	15806	male
3515	22	14	0	20	13	female
25122	0	6	0	2	9	female
9939	0	4	0	2	6	female
4807	2	5	0	4	14	female
18375	2	3	1	5	14	female
7164	0	8	0	2	6	female
11615	1	4	2	12	0	female
11021	8	24	8	34	23	female
29647	2	7	0	7	16	female
36879	6	34	8	24	68	female
21487	16	17	5	13	19	female
6673	12	37	11	41	79	female
26482	2	9	5	6	11	female
35959	0	15	2	10	12	female
28964	2	16	2	4	15	female
21916	0	6	0	4	6	female
16381	8	33	14	31	64	female
6913	0	5	0	4	6	female
15753	3	4	0	8	7	female
43451	2	7	0	1	8	female
36046	2	9	0	17	12	female
16929	4	5	0	8	16	female
10343	4	2	2	15	12	female
11558	1	3	0	0	2	female
27	400	1134	464	928	3841	male
7	730	6252	2565	6512	14105	male
45	1747	10853	3022	13601	26395	male
18	991	11390	1840	11138	12624	male
19	962	11956	1818	9886	17844	male
48	1474	13412	1180	12876	13571	male
15	1244	5725	1681	5264	12328	male
4	1361	4263	1194	7422	8102	male
4	1094	6207	1366	8905	11625	male
9	3019	25708	2140	26263	20599	male
14	1291	9373	1991	9479	15876	male
36	1627	14639	1462	15969	13275	male
4	748	5685	2223	5381	11401	male
95	1190	9954	2137	8302	12060	male
37	2526	8745	1438	10817	10670	male
8	5890	5258	2637	4784	13551	male
15	1718	10195	2157	10536	17525	male
14	1139	1317	1141	2009	3527	male
51	1359	8375	1971	6687	13190	male
11	2048	6806	1555	11131	13997	male
15	2420	12291	1635	13013	12287	male
28	1866	11037	1451	11732	11642	male
8	1272	6409	2270	4563	14658	male
24	774	5196	2357	6235	11736	male
14	1243	4902	1390	7293	12187	male
9	3309	3480	1422	3645	9225	male
28	2191	9099	2231	9500	20998	male
16	1629	7065	1610	5159	16032	male
6	3441	13401	1580	9024	24270	male
10	875	5440	1786	6841	15353	male
4	1173	4786	1013	17951	11644	male
1	984	7565	1482	5223	17448	male
478	878	3385	836	6724	3461	male
7	1616	8352	1266	11382	11218	male
6	1532	9893	1782	7176	13103	male
11	1508	7799	2368	8898	22197	male
20	1089	12144	2025	5508	19060	male
12	2379	4305	1201	3169	6572	male
6	3902	5569	2041	3548	12653	male
139	1427	10707	2728	8956	15208	male
7	616	6791	2039	3918	17842	male
16	1304	9341	3195	16177	10594	male
15	6111	5674	726	3232	10377	male
9	2036	9674	1273	7247	12104	male
13	1350	7358	1598	8501	8275	male
11	1311	2688	2752	5400	15348	male
51	1772	8516	1366	7980	10658	male
15	1011	9435	2418	7809	20323	male
205	970	3427	690	15658	4288	male
3	685	5206	1080	3632	8426	male
18	1043	7759	1569	7244	14928	male
11	1261	19548	2483	10490	18727	male
9	864	4436	1900	3322	13164	male
17	2402	11544	3219	12368	11263	male
7	606	5074	1222	5785	4423	male
535	0	8	2	10	15	female
12824	0	4	1	4	8	female
28324	4	8	4	30	37	female
15221	0	5	2	3	7	female
12952	4	20	7	12	28	female
57851	4	14	0	3	16	female
26163	2	7	2	13	18	female
87845	14	66	8	58	82	female
38337	2	4	0	8	5	female
23630	6	0	0	2	4	female
8697	0	2	2	0	8	female
9728	4	2	0	2	0	female
10975	0	10	0	8	8	female
7189	0	7	2	5	21	female
19838	2	8	0	4	33	female
21014	0	0	0	2	5	female
46	728	1222	279	636	3183	male
3	1112	8276	1873	11324	10730	male
12	668	1890	469	1817	4547	male
5	866	4579	2026	4342	15234	male
5	3733	3799	1218	2935	9764	male
190	1420	8788	1929	5873	12092	male
10	435	1614	287	1980	1984	male
3	1139	7577	1507	9412	7670	male
5	1272	10213	3114	13764	15623	male
8	998	4168	1122	4539	9534	male
22	1274	8597	1070	7269	11824	male
12	1172	7746	1072	7397	9809	male
16	1638	7562	2068	10615	17885	male
9	741	3520	953	3275	7110	male
12	886	17286	1329	9881	16445	male
230	1527	3175	623	17909	4996	male
8	1081	5001	1831	9045	13415	male
10	1026	7766	2074	7695	11107	male
7	1102	4802	989	4533	6065	male
13	622	5973	1366	7253	6668	male
6	1611	2722	1146	2521	6625	male
11	953	5384	1946	4880	11749	male
6	979	4187	1737	4643	9795	male
24	1258	4905	1178	5290	14747	male
7	1191	7571	1790	9522	12022	male
270	1102	7196	1755	5732	8213	male
16	2010	7573	1404	8652	9578	male
23	4993	5075	1804	3429	12446	male
7	1039	7867	1537	8369	9246	male
10	1845	4151	617	4209	4849	male
12	7106	3435	687	3322	6827	male
2	1394	11287	1737	10918	9361	male
4	1900	2921	752	3990	6510	male
4	1136	7834	1759	9173	11305	male
65	1523	11888	1649	11540	14504	male
15	3372	18791	1420	14097	24104	male
583	2133	10492	2125	9267	10270	male
15	1797	9150	2099	10954	14227	male
23	1448	5414	1814	5683	11934	male
33	1715	12006	3055	11943	12225	male
13	730	4539	771	1683	12744	male
14	1207	6145	1179	5136	19687	male
7	1124	3812	1294	4300	7953	male
0	817	5784	1687	13659	11479	male
4	1788	11951	2501	9294	24602	male
0	1449	2594	916	3523	13288	male
4	3865	3452	1227	2539	10126	male
41	1301	6118	3090	7578	14036	male
397	1560	4352	1172	11251	6905	male
30	1133	5099	1422	4699	16925	male
14	1099	8651	1820	6192	22767	male
2	775	4247	1869	4349	9508	male
173	630	6915	1661	3899	8197	male
6	1874	6016	884	7896	13348	male
6	3261	7587	2282	9141	11447	male
4	757	6896	1991	7913	5560	male
6	1170	5558	1169	5123	7698	male
13	1431	2079	1827	4090	5090	male
162	855	5287	1153	3024	15900	male
4	3784	12664	2842	12694	25692	male
5	2038	8384	2210	6690	20820	male
10	1592	7200	1980	9722	14659	male
16	2385	11839	1817	11286	20262	male
28	1911	8733	1490	9097	13953	male
3	1392	5123	2151	3932	12469	male
1	1018	6395	1653	4099	10989	male
23	1149	6436	1920	6835	14425	male
4	2658	9632	1497	7168	16579	male
0	1368	7597	1369	7941	10463	male
11	12155	4524	1329	4765	11107	male
24	10204	4209	1142	5127	9151	male
12	1172	6141	1466	4883	7900	male
11	1034	5812	2345	8992	13626	male
16	1667	9713	2908	10302	18684	male
832	2107	8167	1958	9133	9929	male
54	2562	11787	2289	11700	16624	male
13	1721	11162	1471	5392	10332	male
9	1294	7146	1515	6026	11024	male
7	794	3788	2011	4962	8482	male
5	1167	4101	1514	5145	12723	male
6	4471	3766	1270	4825	13681	male
114	1348	11054	2404	8330	14719	male
14	1242	4834	1834	5164	9084	male
8	850	8299	937	7166	9366	male
6	11814	5663	1242	7080	8541	male
9	4506	6119	1061	5187	8486	male
4	1712	11555	2362	9084	12451	male
12	334	4672	516	1747	6596	male
4	3536	16041	2387	13507	18231	male
15	1743	10103	2765	10484	13041	male
28	1116	5758	1557	9894	12824	male
70	3049	14883	2028	18675	15211	male
16	1702	9951	1321	12096	9023	male
8	1337	4930	2223	3968	14346	male
7	1475	10326	1001	15869	15824	male
620	1607	6215	1072	17963	6252	male
1	1402	8577	1149	6590	14442	male
26	1893	13604	1726	8874	14101	male
14	2513	10256	1478	20016	13222	male
2	996	9643	1556	5432	6802	male
14	1568	5332	1298	5935	15761	male
6	3329	3255	991	3974	11770	male
35	792	8219	1557	6112	13295	male
6	742	7899	2917	9859	18855	male
13	1022	6051	1399	10996	10543	male
9	769	3971	857	1881	10991	male
5	1474	5547	1585	4301	5786	male
4	1219	4515	1309	2977	5636	male
0	451	1044	336	1169	3139	male
8	1516	3366	1050	2407	5507	male
6	4131	3288	1222	3265	10322	male
20	1191	5853	2246	5290	15545	male
10	849	6212	1118	5723	12572	male
2	2183	9143	1184	9575	14245	male
145	829	9821	1734	6603	11566	male
14	1305	10531	3706	16620	10706	male
13	1022	5223	1525	5629	12164	male
22	1300	8310	2062	16167	8982	male
13	7209	7264	2120	8820	9519	male
6	1334	2929	329	1804	4149	male
50	1357	9641	1157	7971	14010	male
2	584	3409	1071	1642	7520	male
34	955	7098	867	6883	8395	male
46	1055	7381	890	6711	7654	male
181	1220	3991	718	14184	4689	male
46	1887	11624	1139	11323	15427	male
8	1993	8232	2781	9604	8211	male
7	1224	3039	676	1077	7255	male
15	1190	6325	2336	7067	15885	male
16	1181	8388	1466	11696	16272	male
3	4729	3789	1337	7008	13643	male
121	1443	10680	1905	10029	10303	male
15	2115	7858	1376	10632	16040	male
11	1092	9862	2170	11150	9623	male
10	1347	14544	2561	14478	14417	male
18	498	4910	1180	5763	10954	male
12	1678	4764	1500	7376	15242	male
11	1711	5232	1079	12177	10222	male
24	2118	11154	1276	13765	12590	male
14	1179	9243	2110	6011	11405	male
4	992	11987	1439	7331	9163	male
1	2101	25338	2597	17357	15707	male
20	2143	14305	2044	15734	13692	male
32	1980	10796	1728	14846	16819	male
730	1810	6217	1962	18094	7086	male
4	852	10429	1482	7564	17517	male
17	2727	7597	1047	2411	6474	male
5	826	1605	587	1840	3918	male
18	1361	733	402	1350	7271	male
7	925	6066	1874	7199	14114	male
61	1547	8928	1843	6838	17511	male
9	5032	5268	2005	4538	20373	male
19	3219	5055	546	3654	10997	male
15	1542	9623	1887	6900	9185	male
9	1363	8218	1922	6343	15344	male
21	762	6411	639	5417	9176	male
11	736	7345	1720	5205	11467	male
4	924	2860	751	2369	5045	male
2	1787	2582	959	2197	9955	male
8	830	6424	1576	8781	7294	male
5	823	1441	405	1627	4314	male
12	1447	3281	1157	3852	11548	male
1	3129	4908	1985	3529	15680	male
148	896	7486	1941	5248	8431	male
4	2030	4126	1103	6870	16778	male
4	1738	8804	2424	9659	20694	male
16	1355	7710	3238	8452	19035	male
7	1363	7994	2465	6975	20402	male
22	1448	8305	1800	12612	12482	male
8	1188	5071	1141	7664	11153	male
0	845	1821	251	1511	2370	male
6	1332	9373	2451	11507	13997	male
35	5117	5748	1374	5942	8047	male
27	1136	7273	1090	6970	8339	male
10	1181	4194	1570	4406	7000	male
69	2255	10809	1630	10731	18561	male
77	1772	8249	1335	7104	14268	male
382	1888	4875	1669	9943	9195	male
19	1062	4217	1207	4031	14860	male
18	1412	6525	2714	10140	20018	male
0	2388	5996	1717	7461	13760	male
5	3180	6118	2109	9022	6059	male
10	695	3753	633	2896	5140	male
14	976	8811	2231	11827	8149	male
6	2010	2603	1307	1927	7991	male
18	3500	17761	2025	13261	19725	male
20	930	9085	2149	16314	17412	male
8	802	6725	1167	3882	20291	male
13	2756	27927	3004	17997	30308	male
11	1737	15032	2440	10881	18930	male
20	1476	5849	1323	10872	11625	male
12	1455	6537	1535	6537	14551	male
21	1408	9625	2040	8282	15207	male
6	1230	5229	1869	3743	10930	male
21	2683	9809	1869	12628	14669	male
11	2071	12201	1879	11713	14826	male
11	1072	8869	1347	5053	14052	male
31	2527	12471	1854	13776	20251	male
25	1622	9753	2031	6121	10878	male
5	778	5723	1427	6163	11940	male
9	602	4424	2043	4244	12128	male
29	1604	12277	2522	8893	15919	male
0	2294	10403	1485	11652	11820	male
0	988	6357	1393	5888	14087	male
8	4157	4248	1626	4530	10902	male
2172	2	8	6	7	14	female
71313	0	1	2	15	43	female
34133	4	8	0	13	7	female
35727	4	7	0	6	12	female
34818	2	10	3	7	17	female
35761	3	14	0	23	8	female
18270	4	17	2	3	32	female
15905	2	0	0	0	2	female
33745	2	2	0	2	13	female
69859	0	3	0	6	8	female
38841	4	6	2	6	4	female
69852	2	23	1	9	10	female
28591	1	6	0	5	3	female
71384	0	12	4	8	17	female
25550	2	10	4	17	17	female
32045	0	11	0	8	17	female
36924	6	16	2	27	22	female
49725	3	2	0	12	23	female
16801	4	7	0	6	19	female
16269	0	7	6	10	21	female
7787	2	10	2	4	6	female
15547	6	7	2	6	14	female
1246	3	5	2	4	1	female
30032	2	6	1	4	17	female
10631	7	13	10	24	68	female
22313	16	32	4	31	50	female
26651	0	7	3	9	13	female
11892	4	17	0	6	13	female
22674	2	4	1	12	22	female
16198	2	11	4	8	11	female
19922	8	11	0	7	10	female
8904	0	12	0	13	11	female
18906	6	22	5	28	37	female
14236	7	32	3	41	65	female
26121	2	4	2	2	9	female
32248	6	10	0	8	14	female
12846	2	24	2	24	17	female
32283	4	4	0	4	16	female
15420	0	3	0	7	10	female
22304	11	7	5	23	40	female
30384	0	5	2	12	22	female
28035	0	6	4	6	12	female
26407	0	4	2	1	6	female
46296	0	9	0	7	6	female
11841	8	13	11	33	56	female
13943	1	16	7	21	46	female
7869	16	21	6	16	49	female
19190	3	2	5	10	16	female
27654	4	10	2	9	17	female
477	0	3	0	5	2	female
2732	0	8	0	14	15	female
4833	0	0	0	4	8	female
4025	3	5	0	7	25	female
3535	2	0	2	8	10	female
21985	4	9	2	6	16	female
39862	0	4	2	14	16	female
9087	0	7	0	6	18	female
15060	1	1	1	10	6	female
11807	2	5	8	12	14	female
33676	4	5	2	13	16	female
20591	2	4	0	6	12	female
23757	0	7	0	3	14	female
9151	2	8	0	6	5	female
29426	0	7	2	5	8	female
12649	1	8	0	4	0	female
15424	0	3	2	10	7	female
7213	0	18	2	3	17	female
69660	2	9	0	11	14	female
367	6	43	4	37	41	female
616	2	6	0	8	16	female
14978	2	14	2	10	13	female
13468	3	2	2	2	6	female
43839	4	2	0	4	12	female
15752	0	17	0	9	16	female
13499	2	6	2	6	17	female
30065	3	20	4	13	26	female
26312	0	16	4	14	27	female
7269	2	6	1	14	16	female
1348	0	5	4	5	13	female
34095	22	40	14	49	102	female
13043	0	7	4	9	9	female
6928	3	24	2	18	36	female
6712	4	10	4	6	16	female
16106	2	4	0	2	21	female
3360	0	7	2	4	16	female
58625	0	12	4	12	8	female
11172	2	10	2	12	22	female
16000	0	5	2	4	16	female
4757	2	0	0	2	8	female
4	2676	9227	2648	6888	19204	male
8	1343	2693	813	3192	7581	male
4	1131	1352	462	1893	5390	male
21	1199	3292	825	2855	4132	male
124	2646	2525	980	2341	7940	male
14	1584	6258	1249	8560	12407	male
118	1250	8797	1977	8560	13394	male
16	1898	9994	2561	11291	32923	male
58	1269	6558	1651	9681	7209	male
12	1448	9246	1562	7009	24889	male
61	1962	8582	1215	7215	21940	male
20	711	4095	1257	4387	11814	male
40	1167	6980	2150	10058	23815	male
613	2198	9282	2376	13484	11760	male
29	1219	6146	2135	6841	10576	male
7	941	5314	2579	5286	15164	male
10	783	2695	930	3558	6708	male
2	2093	1496	1192	2482	3160	male
12	3206	9936	1923	10304	13368	male
13	7183	5757	1125	5312	11121	male
13	8546	3578	823	3599	9731	male
13	1869	7414	1834	12423	20415	male
1	648	7429	947	2889	14118	male
10	554	6086	1620	6494	13531	male
17	906	8596	959	4313	14766	male
2	1097	7566	1785	7233	16148	male
34	1404	16344	2110	14017	23103	male
10	708	8725	2362	6106	14504	male
18	739	10229	1464	7027	15775	male
7	1348	10561	1561	10451	12470	male
4	4319	3534	1104	3524	14463	male
13	1740	3211	1179	2281	8698	male
5	672	6467	1602	11364	6647	male
0	875	2228	623	2641	5212	male
3	1330	6542	2281	7350	13075	male
14	732	6696	1101	7371	10473	male
10	808	8015	1696	6749	9026	male
18	1384	7740	1230	7647	10978	male
18	684	5403	1185	3207	9960	male
6	1459	10031	2527	11598	20914	male
5	1279	15372	1408	14421	17225	male
21	1301	11427	1620	7787	18055	male
47	956	5294	934	4519	10926	male
441	2436	7359	1984	13727	9308	male
8	1048	8716	2827	9134	18494	male
3	1529	9375	5116	10092	28645	male
14	1614	7709	1830	8026	12133	male
9	942	12002	3066	18160	10843	male
10	1050	2702	634	1999	10868	male
10	1409	1209	507	1912	6543	male
4	847	878	452	1626	5621	male
0	595	299	207	904	2545	male
29	1314	828	376	1592	4900	male
8	744	4471	1086	6571	10072	male
6	4033	4056	1493	3375	10141	male
15	1369	3531	587	4930	6994	male
12	1112	1745	142	1112	3057	male
8	528	4212	780	3974	14221	male
19	883	5040	896	6743	8619	male
13	1073	4086	1758	5383	9026	male
6	890	4489	2075	5108	14116	male
608	1158	2278	598	10183	3904	male
852	2	4	0	3	9	female
7381	5	4	0	12	6	female
43143	0	11	1	4	14	female
20826	0	11	2	11	10	female
52784	0	6	0	8	18	female
25183	0	2	2	2	4	female
11777	0	7	4	4	6	female
17270	2	10	1	6	6	female
20501	0	9	5	6	12	female
18601	2	21	2	19	10	female
22263	2	9	1	0	10	female
66413	2	6	0	7	4	female
28166	4	9	3	19	31	female
263	0	9	3	3	9	female
10218	2	35	4	7	25	female
12319	3	13	0	12	16	female
9622	9	25	2	29	28	female
8491	21	48	19	46	161	female
7157	7	37	8	35	73	female
32580	0	11	0	8	12	female
21563	2	4	0	10	10	female
6803	0	4	4	2	9	female
35429	2	13	0	6	10	female
14509	4	3	0	2	14	female
24648	2	17	1	5	4	female
33643	3	14	2	16	36	female
29038	4	3	2	26	21	female
14328	6	25	5	28	46	female
15879	18	40	9	63	58	female
18713	2	6	0	0	6	female
26337	2	30	4	28	48	female
21474	11	22	10	22	52	female
28419	2	36	3	10	43	female
6903	0	6	2	6	15	female
5672	8	14	8	18	57	female
16909	14	16	3	30	51	female
29513	5	21	10	30	52	female
5	2308	9599	2410	9915	6890	male
5	1331	8272	2036	18317	9955	male
8	1669	1105	429	2078	7460	male
4	1940	2381	618	3678	9547	male
0	1186	1068	300	1553	6156	male
5	2211	1519	615	2596	13816	male
2	1411	2929	838	3333	8866	male
0	1210	2731	836	5091	7111	male
9	1220	5625	1229	9482	14639	male
160	971	9684	2332	8123	12858	male
4	1694	7752	1143	7127	9596	male
2	1863	7224	1762	7388	13923	male
7	4686	4076	784	5131	7879	male
14	938	7011	1082	6484	11566	male
12	1414	10597	2375	10569	14946	male
5	1359	8668	1909	11416	26183	male
31	1554	11760	2837	11017	18645	male
6	975	7050	2288	9021	14801	male
34	1459	6464	928	4937	15941	male
4	1020	2129	686	1340	9094	male
43	960	6328	2016	9618	9149	male
100	4783	3939	1775	3616	15467	male
17	1104	7567	3090	7673	16775	male
6	1658	7145	1499	9192	14438	male
189	863	8900	2340	8066	10864	male
5	1206	6930	2009	10060	20334	male
18	952	5143	2503	8143	15031	male
10	965	5692	1569	8266	8825	male
14	1020	6241	2398	12404	13993	male
7	483	2591	579	1759	3824	male
6	530	1393	562	632	5040	male
30	1801	16071	1310	10096	15688	male
45	1611	12248	1399	8176	15385	male
4	711	3357	538	2785	8998	male
7	846	11539	1053	4386	16914	male
6	3569	5205	511	2905	8677	male
8	2506	4986	1104	6657	10541	male
5	852	5919	2385	5423	12504	male
4	5224	4296	1687	4933	14437	male
14	974	4569	726	3442	6156	male
12	2045	31714	2102	10640	19346	male
8	1694	9500	1944	9871	13820	male
8	1116	9470	1961	7719	13366	male
25	1115	9772	2325	8552	17541	male
749	2443	6836	1592	16082	10543	male
1775	0	12	0	6	14	female
19873	4	4	0	6	13	female
21574	0	14	6	16	22	female
35589	4	9	2	1	9	female
34419	1	1	0	9	13	female
34629	8	10	2	12	14	female
50454	2	13	6	4	16	female
50205	2	1	1	4	8	female
35819	0	12	4	9	10	female
8011	2	11	0	12	17	female
20103	4	18	2	12	62	female
15997	0	5	0	1	9	female
2	1099	3093	784	3025	6571	male
13	1482	1911	550	2348	7730	male
39	615	1458	671	1909	4696	male
15	706	608	355	1065	2872	male
13	470	5712	937	11354	10097	male
8	766	3735	1239	3078	10111	male
52	994	8037	1272	6868	10012	male
18	1326	9652	2440	12637	14361	male
8	1416	8073	1896	9173	15138	male
326	1328	6218	1367	11900	6944	male
7	1234	6551	1612	8842	10232	male
12	1090	11280	2106	8136	18294	male
21	664	6783	2148	4755	12859	male
20	1714	8059	2251	11142	8009	male
516	6	4	1	10	6	female
18472	0	10	2	3	20	female
25641	0	21	2	14	18	female
20756	0	6	6	4	10	female
54948	6	12	4	32	41	female
15812	1	3	2	0	8	female
36435	0	14	1	8	7	female
5568	2	12	4	10	25	female
21354	4	3	0	3	11	female
41974	4	7	0	9	28	female
22721	4	14	4	2	12	female
23330	0	5	0	2	11	female
26821	3	20	2	8	24	female
12487	4	0	0	5	27	female
28055	2	7	0	11	11	female
44372	2	7	2	6	28	female
18408	2	15	4	5	22	female
30447	2	14	2	0	12	female
7815	2	10	4	11	21	female
8	847	2262	652	1351	9096	male
2	435	1021	203	1122	3053	male
5	3687	3475	1767	2973	10358	male
4	1100	5100	2442	5550	14376	male
20	533	2154	878	2076	7588	male
15	1350	11152	2159	10748	22669	male
14	1406	6484	2459	8231	14508	male
205	1332	3366	956	14357	5019	male
3	2067	9238	2184	10047	8731	male
641	8	4	1	3	10	female
38554	0	6	2	6	13	female
13507	6	8	2	15	29	female
23376	2	2	2	3	11	female
9508	0	10	0	6	13	female
13022	0	2	4	4	6	female
14460	0	2	6	8	14	female
35438	4	16	2	23	36	female
19538	2	16	6	29	22	female
12287	6	6	2	4	20	female
11507	2	13	12	24	34	female
7334	0	1	2	6	6	female
28723	0	0	2	15	15	female
8	1539	2618	1566	1840	7027	male
4	749	4725	1950	5025	12798	male
4	1340	7286	1881	7651	14609	male
18	2254	7721	1268	9469	10812	male
8	1271	6557	1196	7976	8996	male
4	809	6867	1535	4931	10236	male
17	1822	12789	1992	10786	18485	male
38	3559	17777	1940	10687	18967	male
24	752	6129	1061	3271	13628	male
8	1229	7822	2008	4800	12532	male
25	2359	10642	1763	10463	14539	male
4	761	5681	1093	3579	8110	male
6	852	6040	1641	5006	9315	male
22	1695	8901	2058	7263	13565	male
218	2823	13746	2189	16870	21260	male
7	886	6892	1791	5682	12999	male
14	3068	12770	1706	10964	24941	male
11	1731	2099	1766	2516	10931	male
13	4373	4105	885	2827	6819	male
16	5322	2724	644	2472	6528	male
10	1193	5558	1616	6970	11798	male
2	506	2912	720	1835	6869	male
15	1272	4785	1988	3561	14731	male
73	2320	9300	2069	8005	18002	male
13	1536	4587	1369	3469	13433	male
